scenario	replication	iteration	farm_ID	farm_name	closed	full_time	legal_type	farm_age	farm_class	management_coeff	farm_size_class	econ_size_class	ec_size_ESU	total_ha	owned_ha	used_land	revenue	lu	ruminants	granivore	overheads	maintenance	annuity	depreciation	wages_paid	rent_paid	interest_paid	coupled_subs_unmod	decoupled_subs_unmod	total_premium_mod	econ_land_rent	rent_Arable_Land	rent_Grazing_Land	total_land_Arable_Land	total_land_Grazing_Land	rented_land_Arable_Land	rented_land_Grazing_Land	new_rent_Arable_Land	new_rent_Grazing_Land	new_rented_land_Arable_Land	new_rented_land_Grazing_Land	total_assets	total_fixed_assets	land_assets	liquidity	borrowed_capital	short_term_borrowed	profit	equity_capital	change_in_equity	net_investment	labour_input	family_labour	Withdrawal	farm_net_value_added	total_hh_income	off_farm_income	labour_substitution	global_strategy	display_modulation
RentVar	0          	3          	13         	CROP-PIF1  	0          	0          	0          	9          	3          	1.03226    	1          	2          	4.86486    	3.96       	0          	3.96       	10966.5    	0          	0          	0          	71.1586    	1320       	3723.24    	3216.27    	0          	1008.48    	354.876    	1398.36    	0          	1398.36    	-729.959   	382        	0          	3.96       	0          	2.64       	0          	0          	0          	0          	0          	72208      	10139.3    	65285      	28838.8    	4846.12    	0          	2569.47    	97165.6    	-2264.57   	-3216.27   	144.529    	1800       	18092      	2500.61    	15827.4    	13258      	-100       	0          	1          	
RentVar	0          	3          	14         	CROP-PIF1  	0          	0          	0          	16         	3          	1.15983    	1          	2          	4.86486    	3.96       	0          	3.96       	10966.5    	0          	0          	0          	66.3998    	1320       	3723.24    	2917.25    	0          	1008.48    	564.189    	1398.36    	0          	1398.36    	-850.662   	382        	0          	3.96       	0          	2.64       	0          	0          	0          	0          	0          	78487.4    	16119.7    	65285      	24983.2    	9241.69    	0          	2016.08    	95104.1    	-2817.96   	-2917.25   	144.529    	1800       	18092      	2326.89    	15274      	13258      	-100       	0          	1          	
RentVar	0          	3          	16         	CROP-PIF1  	0          	0          	0          	16         	3          	1.19376    	1          	2          	4.86486    	3.96       	0          	3.96       	10966.5    	0          	0          	0          	65.1342    	1320       	3723.24    	2520.03    	0          	1008.48    	842.243    	1398.36    	0          	1398.36    	-881.099   	382        	0          	3.96       	0          	2.64       	0          	0          	0          	0          	0          	86829      	24064.1    	65285      	22078.7    	15080.8    	0          	1876.47    	94582.9    	-2957.57   	-2520.03   	144.529    	1800       	18092      	2600.44    	15134.4    	13258      	-100       	0          	1          	
RentVar	0          	3          	17         	CROP-PIF1  	0          	0          	0          	15         	3          	1.01924    	1          	2          	4.86486    	3.96       	0          	3.96       	10966.5    	0          	0          	0          	71.644     	1320       	3723.24    	2646.04    	0          	1008.48    	754.042    	1398.36    	0          	1398.36    	-715.929   	382        	0          	3.96       	0          	2.64       	0          	0          	0          	0          	0          	84183      	21544      	65285      	25654.4    	13228.6    	0          	2633.67    	97402.6    	-2200.37   	-2646.04   	144.529    	1800       	18092      	3117.29    	15891.6    	13258      	-100       	0          	1          	
RentVar	0          	3          	18         	CROP-PIF1  	0          	0          	0          	19         	3          	0.891398   	1          	2          	4.86486    	3.96       	0          	3.96       	10966.5    	0          	0          	0          	66.454     	0          	0          	0          	0          	1008.48    	0          	1398.36    	0          	1398.36    	642.465    	382        	0          	3.96       	0          	2.64       	0          	0          	0          	0          	0          	65285      	0          	65285      	36773.4    	0          	0          	7286.03    	102058     	975.855    	0          	44.5286    	1800       	20369      	6571.13    	21344.8    	14058.8    	0          	0          	1          	
RentVar	0          	3          	20         	CROP-PIF1  	0          	0          	0          	17         	3          	0.999946   	1          	2          	4.86486    	3.96       	0          	3.96       	10966.5    	0          	0          	0          	61.1921    	0          	0          	0          	0          	1008.48    	0          	1398.36    	0          	1398.36    	508.872    	382        	0          	3.96       	0          	2.64       	0          	0          	0          	0          	0          	65285      	-1.45519e-11	65285      	38295.1    	0          	0          	6839.78    	103580     	841.981    	0          	44.5286    	1800       	20056.6    	6050.2     	20898.6    	14058.8    	0          	0          	1          	
RentVar	0          	3          	22         	CROP-PIF1  	0          	0          	0          	21         	3          	0.811012   	1          	2          	4.86486    	3.96       	0          	3.96       	10966.5    	0          	0          	0          	79.4117    	1320       	3723.24    	3545.94    	0          	1008.48    	124.108    	1398.36    	0          	1398.36    	-520.651   	382        	0          	3.96       	0          	2.64       	0          	0          	0          	0          	0          	65285      	3545.94    	65285      	34390.8    	0          	0          	3529.04    	100740     	-1304.99   	-3545.94   	144.529    	1800       	18092      	2988.01    	16787      	13258      	-100       	0          	1          	
RentVar	0          	3          	23         	CROP-PIF1  	0          	0          	0          	4          	3          	1.12653    	1          	2          	4.86486    	3.96       	0          	3.96       	10966.5    	0          	0          	0          	67.6422    	1320       	3723.24    	3377.09    	0          	1008.48    	242.306    	1398.36    	0          	1398.36    	-820.634   	382        	0          	3.96       	0          	2.64       	0          	0          	0          	0          	0          	68830.9    	6923.03    	65285      	28256.8    	2482.16    	0          	2153.83    	95618.7    	-2680.2    	-3377.09   	144.529    	1800       	18092      	1990.06    	15411.8    	13258      	-100       	0          	1          	
RentVar	0          	3          	24         	CROP-PIF1  	0          	0          	0          	6          	3          	1.12668    	1          	2          	4.86486    	3.96       	0          	3.96       	10966.5    	0          	0          	0          	67.6363    	1320       	3723.24    	2646.04    	0          	1008.48    	754.042    	1398.36    	0          	1398.36    	-818.146   	382        	0          	3.96       	0          	2.64       	0          	0          	0          	0          	0          	84183      	21544      	65285      	23909.7    	13228.6    	0          	2165.08    	95657.9    	-2668.95   	-2646.04   	144.529    	1800       	18092      	2720.53    	15423      	13258      	-100       	0          	1          	
RentVar	0          	3          	25         	CROP-PIF1  	0          	0          	0          	15         	3          	1.09917    	1          	2          	4.86486    	3.96       	0          	3.96       	10966.5    	0          	0          	0          	68.6627    	1320       	3723.24    	2646.04    	0          	1008.48    	754.042    	1398.36    	0          	1398.36    	-791.967   	382        	0          	3.96       	0          	2.64       	0          	0          	0          	0          	0          	84183      	21544      	65285      	24356.5    	13228.6    	0          	2285.09    	96104.7    	-2548.94   	-2646.04   	144.529    	1800       	18092      	2822.14    	15543.1    	13258      	-100       	0          	1          	
RentVar	0          	3          	26         	CROP-PIF1  	0          	0          	0          	15         	3          	1.05151    	1          	2          	4.86486    	3.96       	0          	3.96       	10966.5    	0          	0          	0          	70.4405    	1320       	3723.24    	2520.03    	0          	1008.48    	842.243    	1398.36    	0          	1398.36    	-745.762   	382        	0          	3.96       	0          	2.64       	0          	0          	0          	0          	0          	86829      	24064.1    	65285      	24388.6    	15080.8    	0          	2496.88    	96892.8    	-2337.16   	-2520.03   	144.529    	1800       	18092      	3125.76    	15754.8    	13258      	-100       	0          	1          	
RentVar	0          	3          	27         	CROP-PIF1  	0          	0          	0          	13         	3          	1.02603    	1          	2          	4.86486    	3.96       	0          	3.96       	10966.5    	0          	0          	0          	71.3909    	1320       	3723.24    	2778.34    	0          	1008.48    	661.43     	1398.36    	0          	1398.36    	-722.454   	382        	0          	3.96       	0          	2.64       	0          	0          	0          	0          	0          	81404.7    	18898      	65285      	26337.4    	11283.8    	0          	2603.78    	97291.8    	-2230.25   	-2778.34   	144.529    	1800       	18092      	2961.55    	15861.7    	13258      	-100       	0          	1          	
RentVar	0          	3          	28         	CROP-PIF1  	0          	0          	0          	26         	3          	0.85094    	1          	2          	4.86486    	3.96       	0          	3.96       	10966.5    	0          	0          	0          	77.9223    	1320       	3723.24    	2646.04    	0          	1008.48    	754.042    	1398.36    	0          	1398.36    	-555.393   	382        	0          	3.96       	0          	2.64       	0          	0          	0          	0          	0          	84183      	21544      	65285      	28394.4    	13228.6    	0          	3369.59    	100143     	-1464.44   	-2646.04   	144.529    	1800       	18092      	3740.46    	16627.6    	13258      	-100       	0          	1          	
RentVar	0          	3          	30         	CROP-PIF1  	0          	0          	0          	10         	3          	1.06862    	1          	2          	4.86486    	3.96       	0          	3.96       	10966.5    	0          	0          	0          	57.8633    	0          	0          	0          	0          	1008.48    	0          	1398.36    	0          	1398.36    	424.358    	382        	0          	3.96       	0          	2.64       	0          	0          	0          	0          	0          	65285      	-1.45519e-11	65285      	40776.4    	0          	0          	6632.28    	106061     	779.73     	0          	44.5286    	1800       	19911.4    	5720.65    	20691.1    	14058.8    	0          	0          	1          	
RentVar	0          	3          	31         	CROP-PIF1  	0          	0          	0          	10         	3          	0.887963   	1          	2          	4.86486    	3.96       	0          	3.96       	10966.5    	0          	0          	0          	76.5412    	1320       	3723.24    	2520.03    	0          	1008.48    	842.243    	1398.36    	0          	1398.36    	-590.98    	382        	0          	3.96       	0          	2.64       	0          	0          	0          	0          	0          	86829      	24064.1    	65285      	27030.4    	15080.8    	0          	3206.43    	99534.7    	-1627.61   	-2520.03   	144.529    	1800       	18092      	3726.5     	16464.4    	13258      	-100       	0          	1          	
RentVar	0          	3          	32         	CROP-PIF1  	0          	0          	0          	20         	3          	1.02755    	1          	2          	4.86486    	3.96       	0          	3.96       	10966.5    	0          	0          	0          	59.8541    	0          	0          	0          	0          	1008.48    	0          	1398.36    	0          	1398.36    	474.493    	382        	0          	3.96       	0          	2.64       	0          	0          	0          	0          	0          	65285      	-1.45519e-11	65285      	41117.9    	0          	0          	6844.7     	106403     	843.457    	0          	44.5286    	1800       	20060.1    	5916.12    	20903.5    	14058.8    	0          	0          	1          	
RentVar	0          	3          	33         	CROP-PIF1  	0          	0          	0          	10         	3          	1.05114    	1          	2          	4.86486    	3.96       	0          	3.96       	10966.5    	0          	0          	0          	70.4543    	1320       	3723.24    	2917.25    	0          	1008.48    	564.189    	1398.36    	0          	1398.36    	-746.842   	382        	0          	3.96       	0          	2.64       	0          	0          	0          	0          	0          	78487.4    	16119.7    	65285      	26755.3    	9241.69    	0          	2492.01    	96876.2    	-2342.02   	-2917.25   	144.529    	1800       	18092      	2729.91    	15750      	13258      	-100       	0          	1          	
RentVar	0          	3          	34         	CROP-PIF1  	0          	0          	0          	9          	3          	1.0059     	1          	2          	4.86486    	3.96       	0          	3.96       	10966.5    	0          	0          	0          	72.1417    	1320       	3723.24    	3545.94    	0          	1008.48    	124.108    	1398.36    	0          	1398.36    	-706.073   	382        	0          	3.96       	0          	2.64       	0          	0          	0          	0          	0          	65285      	3545.94    	65285      	31226      	0          	0          	2679.04    	97574.8    	-2155      	-3545.94   	144.529    	1800       	18092      	2268.28    	15937      	13258      	-100       	0          	1          	
RentVar	0          	3          	35         	CROP-PIF1  	0          	0          	0          	7          	3          	1.07849    	1          	2          	4.86486    	3.96       	0          	3.96       	10966.5    	0          	0          	0          	69.4341    	1320       	3723.24    	2778.34    	0          	1008.48    	661.43     	1398.36    	0          	1398.36    	-772.363   	382        	0          	3.96       	0          	2.64       	0          	0          	0          	0          	0          	81404.7    	18898      	65285      	25485.5    	11283.8    	0          	2374.99    	96439.9    	-2459.05   	-2778.34   	144.529    	1800       	18092      	2767.82    	15633      	13258      	-100       	0          	1          	
RentVar	0          	3          	36         	CROP-PIF1  	0          	0          	0          	26         	3          	0.88972    	1          	2          	4.86486    	3.96       	0          	3.96       	10966.5    	0          	0          	0          	76.4757    	1320       	3723.24    	3063.12    	0          	1008.48    	462.085    	1398.36    	0          	1398.36    	-594.61    	382        	0          	3.96       	0          	2.64       	0          	0          	0          	0          	0          	75424.3    	13202.4    	65285      	30229.4    	7097.51    	0          	3189.9     	99475.1    	-1644.13   	-3063.12   	144.529    	1800       	18092      	3176.93    	16447.9    	13258      	-100       	0          	1          	
RentVar	0          	3          	37         	CROP-PIF1  	0          	0          	0          	12         	3          	0.903445   	1          	2          	4.86486    	3.96       	0          	3.96       	10966.5    	0          	0          	0          	65.87      	0          	0          	0          	0          	1008.48    	0          	1398.36    	0          	1398.36    	627.638    	382        	0          	3.96       	0          	2.64       	0          	0          	0          	0          	0          	65285      	-1.45519e-11	65285      	39347.3    	0          	0          	7354.97    	104632     	996.539    	0          	44.5286    	1800       	20417.3    	6513.32    	21413.8    	14058.8    	0          	0          	1          	
RentVar	0          	3          	38         	CROP-PIF1  	0          	0          	0          	19         	3          	0.822146   	1          	2          	4.86486    	3.96       	0          	3.96       	10966.5    	0          	0          	0          	69.811     	0          	0          	0          	0          	1008.48    	0          	1398.36    	0          	1398.36    	727.694    	382        	0          	3.96       	0          	2.64       	0          	0          	0          	0          	0          	65285      	-1.45519e-11	65285      	40233.7    	0          	0          	7789.01    	105519     	1126.75    	0          	44.5286    	1800       	20721.1    	6903.48    	21847.8    	14058.8    	0          	0          	1          	
RentVar	0          	3          	39         	CROP-PIF1  	0          	0          	0          	21         	3          	0.833875   	1          	2          	4.86486    	3.96       	0          	3.96       	10966.5    	0          	0          	0          	78.5589    	1320       	3723.24    	2646.04    	0          	1008.48    	754.042    	1398.36    	0          	1398.36    	-539.566   	382        	0          	3.96       	0          	2.64       	0          	0          	0          	0          	0          	84183      	21544      	65285      	28664.5    	13228.6    	0          	3442.15    	100413     	-1391.89   	-2646.04   	144.529    	1800       	18092      	3801.86    	16700.1    	13258      	-100       	0          	1          	
RentVar	0          	3          	40         	CROP-PIF1  	0          	0          	0          	8          	3          	0.838573   	1          	1          	3.24324    	2.64       	0          	2.64       	7310.98    	0          	0          	0          	52.2557    	1320       	3723.24    	3216.27    	0          	504.24     	354.876    	932.237    	0          	932.237    	-1745.74   	382        	0          	2.64       	0          	1.32       	0          	0          	0          	0          	0          	72208      	10139.3    	65285      	27978.6    	4846.12    	0          	1253.55    	96305.3    	-3461.62   	-3216.27   	129.686    	1800       	18092      	628.31     	14630.4    	13376.8    	-100       	0          	1          	
RentVar	0          	3          	42         	CROP-PIF1  	0          	0          	0          	20         	3          	1.13388    	1          	2          	4.86486    	3.96       	0          	3.96       	10966.5    	0          	0          	0          	54.6995    	0          	0          	0          	0          	1008.48    	0          	1398.36    	0          	1398.36    	344.035    	382        	0          	3.96       	0          	2.64       	0          	0          	0          	0          	0          	65285      	-1.45519e-11	65285      	36834.8    	0          	0          	6124.73    	102120     	627.467    	0          	44.5286    	1800       	19556.1    	5407.44    	20183.6    	14058.8    	0          	0          	1          	
RentVar	0          	3          	43         	CROP-PIF1  	0          	0          	0          	13         	3          	1.07648    	1          	1          	3.24324    	2.64       	0          	2.64       	7310.98    	0          	0          	0          	38.3215    	0          	0          	0          	345.414    	504.24     	0          	932.237    	0          	932.237    	-80.641    	382        	0          	2.64       	0          	1.32       	0          	0          	0          	0          	0          	65285      	-1.45519e-11	65285      	39507.1    	0          	0          	4844.56    	104792     	350.398    	0          	29.6857    	1800       	18909.6    	3789.92    	19260      	14415.4    	0          	0          	1          	
RentVar	0          	3          	44         	CROP-PIF1  	0          	0          	0          	19         	3          	0.85917    	1          	2          	4.86486    	3.96       	0          	3.96       	10966.5    	0          	0          	0          	77.6153    	1320       	3723.24    	2778.34    	0          	1008.48    	661.43     	1398.36    	0          	1398.36    	-563.7     	382        	0          	3.96       	0          	2.64       	0          	0          	0          	0          	0          	81404.7    	18898      	65285      	29047      	11283.8    	0          	3331.54    	100001     	-1502.5    	-2778.34   	144.529    	1800       	18092      	3577.76    	16589.5    	13258      	-100       	0          	1          	
RentVar	0          	3          	45         	CROP-PIF1  	0          	0          	0          	27         	3          	0.97227    	1          	2          	4.86486    	3.96       	0          	3.96       	10966.5    	0          	0          	0          	73.3964    	1320       	3723.24    	3216.27    	0          	1008.48    	354.876    	1398.36    	0          	1398.36    	-672.884   	382        	0          	3.96       	0          	2.64       	0          	0          	0          	0          	0          	72208      	10139.3    	65285      	29813      	4846.12    	0          	2831.11    	98139.8    	-2002.93   	-3216.27   	144.529    	1800       	18092      	2722.15    	16089.1    	13258      	-100       	0          	1          	
RentVar	0          	3          	46         	CROP-PIF2  	0          	0          	2          	7          	2          	0.812195   	2          	5          	50.6694    	19.8       	9.24       	19.8       	111312     	39.6       	39.6       	0          	710.874    	2080       	14758.1    	4924.94    	0          	3888.72    	8972.72    	6991.78    	0          	6792.6     	1967.65    	382        	327        	15.84      	3.96       	7.92       	2.64       	0          	0          	0          	0          	357799     	196663     	166060     	-1817.13   	134217     	34825      	50393.8    	223242     	11189.3    	-4924.94   	1176.19    	1800       	44200.4    	63255.3    	55389.7    	4995.85    	-596       	0          	2          	
RentVar	0          	3          	47         	CROP-PIF2  	0          	0          	2          	13         	2          	0.939373   	2          	5          	54.5141    	21.12      	9.24       	21.12      	119600     	42.24      	42.24      	0          	695.774    	2080       	14758.1    	4924.94    	0          	4392.96    	9623.27    	7457.89    	0          	7212.1     	1741.88    	382        	327        	17.16      	3.96       	9.24       	2.64       	0          	0          	0          	0          	357799     	196663     	166060     	-8641.03   	134217     	45667.5    	47742.8    	216418     	10297.7    	-4924.94   	1216.25    	1800       	42120.1    	61759.1    	52417.8    	4674.98    	-596       	0          	2          	
RentVar	0          	3          	48         	CROP-PIF2  	0          	0          	2          	22         	2          	0.99936    	2          	5          	50.6694    	19.8       	9.24       	19.8       	111312     	39.6       	39.6       	0          	618.178    	2080       	14758.1    	4924.94    	0          	3888.72    	9843.28    	6991.78    	0          	6792.6     	1485.45    	382        	327        	15.84      	3.96       	7.92       	2.64       	0          	0          	0          	0          	357799     	196663     	166060     	-14634.1   	134217     	49334.4    	40356      	210425     	8177.95    	-4924.94   	1176.19    	1800       	37173.9    	54088      	45351.8    	4995.85    	-596       	0          	2          	
RentVar	0          	3          	49         	CROP-PIF2  	0          	0          	2          	5          	2          	0.88828    	2          	5          	54.5141    	21.12      	9.24       	21.12      	119600     	42.24      	42.24      	0          	722.981    	2080       	14758.1    	4924.94    	0          	4392.96    	9397.37    	7457.89    	0          	7212.1     	1874.55    	382        	327        	17.16      	3.96       	9.24       	2.64       	0          	0          	0          	0          	357799     	196663     	166060     	-5376.73   	134217     	41902.4    	50664.3    	219682     	11174.2    	-4924.94   	1216.25    	1800       	44165.1    	64454.6    	55339.3    	4674.98    	-596       	0          	2          	
RentVar	0          	3          	50         	CROP-PIF2  	0          	0          	2          	6          	2          	1.09223    	2          	5          	43.5293    	21.12      	9.24       	21.12      	96771.9    	28         	28         	0          	491.277    	1040       	7379.06    	2522.53    	0          	4392.96    	4528.05    	7457.89    	0          	7212.1     	1370.75    	382        	327        	17.16      	3.96       	9.24       	2.64       	0          	0          	0          	0          	260668     	97130.5    	166060     	11904.3    	66225.6    	18808      	36021.1    	207103     	7843.39    	-2522.53   	774.164    	1800       	36393.2    	44942.1    	44236.6    	8215.49    	-298       	0          	2          	
RentVar	0          	3          	51         	CROP-PIF2  	0          	0          	2          	26         	2          	0.902985   	2          	5          	46.8248    	18.48      	9.24       	18.48      	103024     	36.96      	36.96      	0          	616.667    	2080       	14758.1    	4924.94    	0          	3384.48    	9405.97    	6525.66    	0          	6373.09    	1616.95    	382        	327        	14.52      	3.96       	6.6        	2.64       	0          	0          	0          	0          	357799     	196663     	166060     	-11074.9   	134217     	42045.8    	41169.6    	213984     	8518.29    	-4924.94   	1136.12    	1800       	37968      	53960      	46486.3    	5316.72    	-596       	0          	2          	
RentVar	0          	3          	52         	CROP-PIF2  	0          	0          	2          	20         	2          	1.02013    	2          	5          	54.5141    	21.12      	9.24       	21.12      	119600     	42.24      	42.24      	0          	652.771    	2080       	14758.1    	4924.94    	0          	4392.96    	9979.41    	7457.89    	0          	7212.1     	1532.97    	382        	327        	17.16      	3.96       	9.24       	2.64       	0          	0          	0          	0          	357799     	196663     	166060     	-13779.9   	134217     	51603.2    	43142.8    	211279     	8917.74    	-4924.94   	1216.25    	1800       	38900.1    	57515.2    	47817.8    	4674.98    	-596       	0          	2          	
RentVar	0          	3          	53         	CROP-PIF2  	0          	0          	2          	19         	2          	0.877487   	2          	5          	54.5141    	21.12      	9.24       	21.12      	119600     	42.24      	42.24      	0          	728.729    	2080       	14758.1    	4924.94    	0          	4392.96    	9349.44    	7457.89    	0          	7212.1     	1902.75    	382        	327        	17.16      	3.96       	9.24       	2.64       	0          	0          	0          	0          	357799     	196663     	166060     	-4682.66   	134217     	41103.7    	51285.3    	220376     	11360.5    	-4924.94   	1216.25    	1800       	44599.8    	65027.7    	55960.3    	4674.98    	-596       	0          	2          	
RentVar	0          	3          	54         	CROP-PIF2  	0          	0          	2          	20         	2          	1.07311    	2          	5          	43.5293    	21.12      	9.24       	21.12      	96771.9    	28         	28         	0          	499.619    	1040       	7379.06    	2522.53    	0          	4392.96    	4456.09    	7457.89    	0          	7212.1     	1413.07    	382        	327        	17.16      	3.96       	9.24       	2.64       	0          	0          	0          	0          	260668     	97130.5    	166060     	12996.1    	66225.6    	17608.6    	36955.5    	208195     	8123.7     	-2522.53   	774.164    	1800       	37047.3    	45804.6    	45171      	8215.49    	-298       	0          	2          	
RentVar	0          	3          	55         	CROP-PIF2  	0          	0          	2          	28         	2          	0.863606   	2          	5          	54.5141    	21.12      	9.24       	21.12      	119600     	42.24      	42.24      	0          	736.121    	2080       	14758.1    	4924.94    	0          	4392.96    	9287.51    	7457.89    	0          	7212.1     	1939.29    	382        	327        	17.16      	3.96       	9.24       	2.64       	0          	0          	0          	0          	357799     	196663     	166060     	-3783.17   	134217     	40071.4    	52089.9    	221276     	11601.8    	-4924.94   	1216.25    	1800       	45163      	65770.3    	56764.8    	4674.98    	-596       	0          	2          	
RentVar	0          	3          	56         	CROP-PIF2  	0          	0          	2          	9          	2          	0.871291   	2          	5          	54.5141    	21.12      	9.24       	21.12      	119600     	42.24      	42.24      	0          	732.028    	2080       	14758.1    	4924.94    	0          	4392.96    	9322.61    	7457.89    	0          	7212.1     	1918.36    	382        	327        	17.16      	3.96       	9.24       	2.64       	0          	0          	0          	0          	357799     	196663     	166060     	-4299.38   	134217     	40656.5    	51628.8    	220760     	11463.5    	-4924.94   	1216.25    	1800       	44840.3    	65344.4    	56303.8    	4674.98    	-596       	0          	2          	
RentVar	0          	3          	57         	CROP-PIF2  	0          	0          	2          	15         	2          	1.08093    	2          	5          	43.5293    	21.12      	9.24       	21.12      	96771.9    	28         	28         	0          	496.208    	1040       	7379.06    	2522.53    	0          	4392.96    	4485.59    	7457.89    	0          	7212.1     	1395.7     	382        	327        	17.16      	3.96       	9.24       	2.64       	0          	0          	0          	0          	260668     	97130.5    	166060     	12548      	66225.6    	18100.3    	36572      	207747     	8008.64    	-2522.53   	774.164    	1800       	36778.8    	45450.5    	44787.5    	8215.49    	-298       	0          	2          	
RentVar	0          	3          	58         	CROP-PIF2  	0          	0          	2          	28         	2          	1.09271    	2          	5          	43.5293    	21.12      	9.24       	21.12      	96771.9    	28         	28         	0          	491.069    	1040       	7379.06    	2522.53    	0          	4392.96    	4528.86    	7457.89    	0          	7212.1     	1370.55    	382        	327        	17.16      	3.96       	9.24       	2.64       	0          	0          	0          	0          	260668     	97130.5    	166060     	11899.2    	66225.6    	18821.5    	36016.7    	207098     	7842.07    	-2522.53   	774.164    	1800       	36390.2    	44938.6    	44232.2    	8215.49    	-298       	0          	2          	
RentVar	0          	3          	59         	CROP-PIF2  	0          	0          	2          	12         	2          	0.969638   	2          	5          	54.5141    	21.12      	9.24       	21.12      	119600     	42.24      	42.24      	0          	679.657    	2080       	14758.1    	4924.94    	0          	4392.96    	9756.4     	7457.89    	0          	7212.1     	1663.89    	382        	327        	17.16      	3.96       	9.24       	2.64       	0          	0          	0          	0          	357799     	196663     	166060     	-10559.1   	134217     	47886.2    	46025.6    	214500     	9782.57    	-4924.94   	1216.25    	1800       	40918      	60174.9    	50700.6    	4674.98    	-596       	0          	2          	
RentVar	0          	3          	60         	CROP-PIF2  	0          	0          	2          	23         	2          	0.971863   	2          	5          	54.5141    	21.12      	9.24       	21.12      	119600     	42.24      	42.24      	0          	678.472    	2080       	14758.1    	4924.94    	0          	4392.96    	9767.58    	7457.89    	0          	7212.1     	1656.95    	382        	327        	17.16      	3.96       	9.24       	2.64       	0          	0          	0          	0          	357799     	196663     	166060     	-10731.3   	134217     	48072.6    	45872.6    	214328     	9736.68    	-4924.94   	1216.25    	1800       	40810.9    	60033.2    	50547.6    	4674.98    	-596       	0          	2          	
RentVar	0          	3          	61         	CROP-PIF2  	0          	0          	2          	24         	2          	1.01201    	2          	5          	54.5141    	21.12      	9.24       	21.12      	119600     	42.24      	42.24      	0          	657.094    	2080       	14758.1    	4924.94    	0          	4392.96    	9943.53    	7457.89    	0          	7212.1     	1554.05    	382        	327        	17.16      	3.96       	9.24       	2.64       	0          	0          	0          	0          	357799     	196663     	166060     	-13261.4   	134217     	51005.1    	43606.9    	211798     	9056.97    	-4924.94   	1216.25    	1800       	39224.9    	57943.4    	48281.9    	4674.98    	-596       	0          	2          	
RentVar	0          	3          	62         	CROP-PIF2  	0          	0          	2          	5          	2          	0.84025    	2          	5          	54.5141    	21.12      	9.24       	21.12      	119600     	42.24      	42.24      	0          	748.558    	2080       	14758.1    	4924.94    	0          	4392.96    	9185.36    	7457.89    	0          	7212.1     	1998.96    	382        	327        	17.16      	3.96       	9.24       	2.64       	0          	0          	0          	0          	357799     	196663     	166060     	-2316.13   	134217     	38369      	53403.8    	222743     	11996      	-4924.94   	1216.25    	1800       	46082.8    	66982.1    	58078.8    	4674.98    	-596       	0          	2          	
RentVar	0          	3          	63         	CROP-PIF3  	0          	1          	2          	26         	2          	0.959476   	3          	6          	141.72     	52.8       	21.12      	52.8       	308146     	105.6      	105.6      	0          	1762.15    	4160       	29516.2    	9392       	11190.7    	11884      	23947.1    	18644.7    	0          	17280.3    	2006.67    	382        	327        	46.2       	6.6        	27.72      	3.96       	0          	0          	0          	0          	766397     	402484     	373305     	-67598.3   	275165     	164336     	113316     	426452     	28567.3    	94608      	2761.76    	1800       	84749      	160338     	113316     	0          	-1192      	0          	2          	
RentVar	0          	3          	64         	CROP-PIF3  	0          	1          	2          	26         	2          	1.00554    	3          	6          	145.513    	54.12      	21.12      	54.12      	316255     	108.24     	108.24     	0          	1743.65    	4160       	29516.2    	9392       	11659.6    	12388.2    	24521.7    	19110.9    	0          	17699.8    	1897.4     	382        	327        	47.52      	6.6        	29.04      	3.96       	0          	0          	0          	0          	766397     	402484     	373305     	-73411.7   	275165     	173912     	109317     	420639     	27367.4    	94608      	2802.06    	1800       	81949.2    	157886     	109317     	0          	-1192      	0          	2          	
RentVar	0          	3          	65         	CROP-FIF4  	0          	1          	1          	22         	2          	0.994184   	4          	6          	250.113    	102.96     	13.2       	102.96     	543834     	168        	168        	0          	3320.55    	11840      	60069.9    	23798.6    	18015.3    	33925.3    	43580.2    	36357.2    	0          	33221.5    	1865.85    	382        	327        	92.4       	10.56      	83.16      	6.6        	0          	0          	0          	0          	1.31767e+06	725426     	616040     	-133411    	491139     	303171     	196034     	700256     	47955      	184201     	5148.28    	3600       	148079     	291555     	196034     	0          	-2454      	0          	2          	
RentVar	0          	3          	66         	CROP-FIF4  	0          	1          	1          	20         	4          	1.0459     	4          	6          	233.328    	106.92     	13.2       	106.92     	509026     	140        	140        	0          	3014.23    	10800      	52690.8    	21510.6    	11749.2    	35438      	38363.9    	37755.6    	0          	34480      	1648.84    	382        	327        	96.36      	10.56      	87.12      	6.6        	0          	0          	0          	0          	1.21813e+06	623605     	616040     	-118283    	421466     	275628     	178204     	684838     	42606.1    	186489     	4609.76    	3600       	135598     	263756     	178204     	0          	-2156      	0          	2          	
RentVar	0          	3          	67         	CROP-FIF4  	0          	1          	1          	12         	2          	0.950961   	4          	6          	259.671    	106.92     	13.2       	106.92     	564341     	173.6      	173.6      	0          	3530.43    	11376.5    	60200.8    	23309.1    	11657.1    	35438      	43372.9    	37755.6    	0          	34480      	2052.52    	382        	327        	96.36      	10.56      	87.12      	6.6        	0          	0          	0          	0          	1.33056e+06	737834     	616040     	-116052    	500167     	292479     	222526     	721338     	55902.6    	201515     	4601.84    	3600       	166623     	312994     	222526     	0          	-1810      	0          	2          	
