id	row	col	soilType	ownedBy_id	ownedBy_name	rentBy_id	rentBy_name	rent	second_offer
1467	7	20	Arable_Land	52	CROP-PIF2	-1	NON	-1	-1
1468	8	20	Grazing_Land	-1	NON	52	CROP-PIF2	431.64	431.64
1469	9	20	Arable_Land	-1	NON	52	CROP-PIF2	504.24	504.24
1470	10	20	Arable_Land	-1	NON	186	MIXED-FIF16	504.24	504.24
1471	11	20	Arable_Land	-1	NON	186	MIXED-FIF16	504.24	504.24
1472	12	20	Arable_Land	-1	NON	112	FOD-FIF9	504.24	504.24
1473	13	20	Arable_Land	-1	NON	112	FOD-FIF9	504.24	504.24
1474	14	20	Arable_Land	112	FOD-FIF9	-1	NON	-1	-1
1477	17	20	Arable_Land	-1	NON	68	CROP-FIF4	504.24	504.24
1478	18	20	Arable_Land	-1	NON	68	CROP-FIF4	504.24	504.24
1479	19	20	Arable_Land	-1	NON	68	CROP-FIF4	504.24	504.24
1480	20	20	Grazing_Land	-1	NON	95	FOD-FIF9	431.64	431.64
1481	21	20	Arable_Land	-1	NON	68	CROP-FIF4	504.24	504.24
1482	22	20	Grazing_Land	-1	NON	95	FOD-FIF9	431.64	431.64
1483	23	20	Arable_Land	-1	NON	91	DAIRY-FIF8	2568.45	2554.06
1484	24	20	Arable_Land	-1	NON	68	CROP-FIF4	504.24	504.24
1485	25	20	Grazing_Land	-1	NON	114	FOD-PIF10	393.36	393.36
1486	26	20	Arable_Land	-1	NON	114	FOD-PIF10	409.2	409.2
1487	27	20	Arable_Land	114	FOD-PIF10	-1	NON	-1	-1
1488	28	20	Arable_Land	-1	NON	68	CROP-FIF4	504.24	504.24
1489	29	20	Arable_Land	130	FOD-PIF10	-1	NON	-1	-1
1490	30	20	Grazing_Land	130	FOD-PIF10	-1	NON	-1	-1
1491	31	20	Grazing_Land	-1	NON	130	FOD-PIF10	393.36	393.36
1494	34	20	Grazing_Land	-1	NON	110	FOD-FIF9	431.64	431.64
1495	35	20	Grazing_Land	-1	NON	110	FOD-FIF9	431.64	431.64
1497	37	20	Arable_Land	-1	NON	90	DAIRY-FIF8	2529.39	2507.13
1498	38	20	Grazing_Land	76	DAIRY-FIF6	-1	NON	-1	-1
1499	39	20	Grazing_Land	76	DAIRY-FIF6	-1	NON	-1	-1
1500	40	20	Grazing_Land	76	DAIRY-FIF6	-1	NON	-1	-1
1501	41	20	Arable_Land	-1	NON	76	DAIRY-FIF6	504.24	504.24
1503	43	20	Arable_Land	-1	NON	90	DAIRY-FIF8	504.24	504.24
1504	44	20	Arable_Land	-1	NON	90	DAIRY-FIF8	504.24	504.24
1505	45	20	Grazing_Land	-1	NON	90	DAIRY-FIF8	431.64	431.64
1507	47	20	Arable_Land	-1	NON	90	DAIRY-FIF8	504.24	504.24
1508	48	20	Arable_Land	-1	NON	204	MIXED-FIF19	504.24	504.24
1509	49	20	Grazing_Land	-1	NON	150	FOD-PIF10	393.36	393.36
1510	50	20	Arable_Land	-1	NON	204	MIXED-FIF19	2496.12	2492.87
1511	51	20	Arable_Land	-1	NON	78	DAIRY-FIF7	2631.71	2555.85
1512	52	20	Arable_Land	-1	NON	204	MIXED-FIF19	504.24	504.24
1513	53	20	Grazing_Land	-1	NON	150	FOD-PIF10	393.36	393.36
1514	54	20	Arable_Land	204	MIXED-FIF19	-1	NON	-1	-1
1515	55	20	Arable_Land	204	MIXED-FIF19	-1	NON	-1	-1
1516	56	20	Arable_Land	204	MIXED-FIF19	-1	NON	-1	-1
1517	57	20	Arable_Land	204	MIXED-FIF19	-1	NON	-1	-1
1518	58	20	Arable_Land	204	MIXED-FIF19	-1	NON	-1	-1
1519	59	20	Arable_Land	204	MIXED-FIF19	-1	NON	-1	-1
1520	60	20	Arable_Land	-1	NON	79	DAIRY-FIF7	504.24	504.24
1521	61	20	Arable_Land	-1	NON	79	DAIRY-FIF7	504.24	504.24
1523	63	20	Grazing_Land	-1	NON	108	FOD-FIF9	431.64	431.64
1524	64	20	Grazing_Land	-1	NON	93	FOD-FIF9	431.64	431.64
1525	65	20	Arable_Land	43	CROP-PIF1	-1	NON	-1	-1
1526	66	20	Grazing_Land	-1	NON	93	FOD-FIF9	431.64	431.64
1527	67	20	Grazing_Land	-1	NON	93	FOD-FIF9	431.64	431.64
1528	68	20	Grazing_Land	153	PIG-FIF11	-1	NON	-1	-1
1529	69	20	Arable_Land	-1	NON	153	PIG-FIF11	504.24	504.24
1530	70	20	Grazing_Land	-1	NON	93	FOD-FIF9	431.64	431.64
1533	0	21	Arable_Land	-1	NON	148	FOD-PIF10	409.2	409.2
1534	1	21	Arable_Land	148	FOD-PIF10	-1	NON	-1	-1
1535	2	21	Arable_Land	-1	NON	148	FOD-PIF10	409.2	409.2
1536	3	21	Grazing_Land	-1	NON	148	FOD-PIF10	393.36	393.36
1537	4	21	Arable_Land	-1	NON	57	CROP-PIF2	504.24	504.24
1538	5	21	Arable_Land	52	CROP-PIF2	-1	NON	-1	-1
1539	6	21	Grazing_Land	52	CROP-PIF2	-1	NON	-1	-1
1540	7	21	Arable_Land	52	CROP-PIF2	-1	NON	-1	-1
1542	9	21	Arable_Land	-1	NON	52	CROP-PIF2	504.24	504.24
1543	10	21	Arable_Land	-1	NON	186	MIXED-FIF16	504.24	504.24
1544	11	21	Grazing_Land	-1	NON	112	FOD-FIF9	431.64	431.64
1545	12	21	Grazing_Land	112	FOD-FIF9	-1	NON	-1	-1
1546	13	21	Arable_Land	-1	NON	112	FOD-FIF9	504.24	504.24
1547	14	21	Arable_Land	112	FOD-FIF9	-1	NON	-1	-1
1549	16	21	Arable_Land	-1	NON	143	FOD-PIF10	2311.41	2302.94
1550	17	21	Arable_Land	-1	NON	61	CROP-PIF2	504.24	504.24
1551	18	21	Arable_Land	-1	NON	61	CROP-PIF2	504.24	504.24
1552	19	21	Arable_Land	-1	NON	61	CROP-PIF2	504.24	504.24
1553	20	21	Arable_Land	-1	NON	61	CROP-PIF2	504.24	504.24
1554	21	21	Grazing_Land	-1	NON	95	FOD-FIF9	431.64	431.64
1555	22	21	Grazing_Land	-1	NON	95	FOD-FIF9	431.64	431.64
1556	23	21	Arable_Land	-1	NON	68	CROP-FIF4	504.24	504.24
1557	24	21	Grazing_Land	-1	NON	187	MIXED-FIF16	1688.28	1679.19
1558	25	21	Arable_Land	-1	NON	139	FOD-PIF10	2306.48	2269.83
1559	26	21	Arable_Land	-1	NON	68	CROP-FIF4	504.24	504.24
1560	27	21	Arable_Land	-1	NON	68	CROP-FIF4	504.24	504.24
1561	28	21	Arable_Land	-1	NON	68	CROP-FIF4	504.24	504.24
1562	29	21	Grazing_Land	130	FOD-PIF10	-1	NON	-1	-1
1563	30	21	Grazing_Land	130	FOD-PIF10	-1	NON	-1	-1
1564	31	21	Grazing_Land	-1	NON	130	FOD-PIF10	393.36	393.36
1567	34	21	Arable_Land	-1	NON	110	FOD-FIF9	504.24	504.24
1568	35	21	Grazing_Land	-1	NON	110	FOD-FIF9	431.64	431.64
1569	36	21	Arable_Land	-1	NON	110	FOD-FIF9	504.24	504.24
1570	37	21	Arable_Land	-1	NON	76	DAIRY-FIF6	504.24	504.24
1571	38	21	Arable_Land	76	DAIRY-FIF6	-1	NON	-1	-1
1572	39	21	Arable_Land	76	DAIRY-FIF6	-1	NON	-1	-1
1573	40	21	Grazing_Land	76	DAIRY-FIF6	-1	NON	-1	-1
1574	41	21	Grazing_Land	76	DAIRY-FIF6	-1	NON	-1	-1
1581	48	21	Arable_Land	-1	NON	182	MIXED-FIF16	2489.76	2457.02
1583	50	21	Grazing_Land	-1	NON	150	FOD-PIF10	393.36	393.36
1584	51	21	Arable_Land	-1	NON	204	MIXED-FIF19	2498.26	2491.13
1585	52	21	Grazing_Land	150	FOD-PIF10	-1	NON	-1	-1
1586	53	21	Arable_Land	-1	NON	150	FOD-PIF10	409.2	409.2
1587	54	21	Arable_Land	204	MIXED-FIF19	-1	NON	-1	-1
1588	55	21	Grazing_Land	204	MIXED-FIF19	-1	NON	-1	-1
1589	56	21	Arable_Land	204	MIXED-FIF19	-1	NON	-1	-1
1590	57	21	Arable_Land	204	MIXED-FIF19	-1	NON	-1	-1
1591	58	21	Grazing_Land	-1	NON	204	MIXED-FIF19	431.64	431.64
1592	59	21	Arable_Land	-1	NON	79	DAIRY-FIF7	504.24	504.24
1594	61	21	Grazing_Land	79	DAIRY-FIF7	-1	NON	-1	-1
1595	62	21	Arable_Land	-1	NON	3	CROP-PIF1	504.24	504.24
1596	63	21	Arable_Land	-1	NON	3	CROP-PIF1	504.24	504.24
1597	64	21	Arable_Land	-1	NON	93	FOD-FIF9	504.24	504.24
1598	65	21	Grazing_Land	-1	NON	93	FOD-FIF9	431.64	431.64
1599	66	21	Arable_Land	-1	NON	153	PIG-FIF11	504.24	504.24
1600	67	21	Grazing_Land	-1	NON	153	PIG-FIF11	431.64	431.64
1601	68	21	Arable_Land	153	PIG-FIF11	-1	NON	-1	-1
1602	69	21	Grazing_Land	-1	NON	117	FOD-PIF10	393.36	393.36
1603	70	21	Grazing_Land	-1	NON	93	FOD-FIF9	431.64	431.64
1605	72	21	Grazing_Land	-1	NON	148	FOD-PIF10	393.36	393.36
1607	1	22	Arable_Land	-1	NON	186	MIXED-FIF16	504.24	504.24
1608	2	22	Arable_Land	-1	NON	57	CROP-PIF2	504.24	504.24
1609	3	22	Arable_Land	-1	NON	57	CROP-PIF2	504.24	504.24
1610	4	22	Grazing_Land	-1	NON	57	CROP-PIF2	431.64	431.64
1611	5	22	Arable_Land	57	CROP-PIF2	-1	NON	-1	-1
1612	6	22	Arable_Land	52	CROP-PIF2	-1	NON	-1	-1
1613	7	22	Arable_Land	52	CROP-PIF2	-1	NON	-1	-1
1614	8	22	Grazing_Land	-1	NON	52	CROP-PIF2	431.64	431.64
1615	9	22	Arable_Land	-1	NON	52	CROP-PIF2	504.24	504.24
1616	10	22	Grazing_Land	-1	NON	112	FOD-FIF9	431.64	431.64
1617	11	22	Arable_Land	-1	NON	186	MIXED-FIF16	504.24	504.24
1618	12	22	Arable_Land	-1	NON	112	FOD-FIF9	504.24	504.24
1619	13	22	Arable_Land	-1	NON	112	FOD-FIF9	504.24	504.24
1620	14	22	Arable_Land	-1	NON	112	FOD-FIF9	504.24	504.24
1622	16	22	Arable_Land	-1	NON	61	CROP-PIF2	504.24	504.24
1623	17	22	Arable_Land	61	CROP-PIF2	-1	NON	-1	-1
1624	18	22	Arable_Land	61	CROP-PIF2	-1	NON	-1	-1
1627	21	22	Grazing_Land	-1	NON	95	FOD-FIF9	431.64	431.64
1628	22	22	Arable_Land	-1	NON	83	DAIRY-FIF7	2628.95	2581.07
1630	24	22	Arable_Land	-1	NON	76	DAIRY-FIF6	2424.81	2407.3
1631	25	22	Arable_Land	-1	NON	79	DAIRY-FIF7	2693.11	2312.85
1632	26	22	Arable_Land	-1	NON	76	DAIRY-FIF6	2449.32	2419.67
1633	27	22	Arable_Land	-1	NON	68	CROP-FIF4	504.24	504.24
1634	28	22	Arable_Land	-1	NON	68	CROP-FIF4	504.24	504.24
1635	29	22	Arable_Land	-1	NON	130	FOD-PIF10	409.2	409.2
1636	30	22	Arable_Land	130	FOD-PIF10	-1	NON	-1	-1
1637	31	22	Arable_Land	-1	NON	85	DAIRY-FIF8	2553.2	2537.04
1639	33	22	Grazing_Land	-1	NON	110	FOD-FIF9	431.64	431.64
1640	34	22	Arable_Land	-1	NON	110	FOD-FIF9	504.24	504.24
1641	35	22	Grazing_Land	-1	NON	110	FOD-FIF9	431.64	431.64
1642	36	22	Grazing_Land	-1	NON	110	FOD-FIF9	431.64	431.64
1643	37	22	Arable_Land	-1	NON	76	DAIRY-FIF6	2505.58	2466.69
1645	39	22	Arable_Land	-1	NON	76	DAIRY-FIF6	504.24	504.24
1646	40	22	Arable_Land	-1	NON	32	CROP-PIF1	504.24	504.24
1647	41	22	Arable_Land	-1	NON	32	CROP-PIF1	504.24	504.24
1654	48	22	Arable_Land	-1	NON	204	MIXED-FIF19	2463.09	2448.44
1655	49	22	Arable_Land	-1	NON	90	DAIRY-FIF8	2516.31	2500.56
1656	50	22	Grazing_Land	-1	NON	182	MIXED-FIF16	1770.3	1581.05
1657	51	22	Arable_Land	150	FOD-PIF10	-1	NON	-1	-1
1658	52	22	Grazing_Land	150	FOD-PIF10	-1	NON	-1	-1
1659	53	22	Arable_Land	-1	NON	150	FOD-PIF10	409.2	409.2
1660	54	22	Grazing_Land	-1	NON	49	CROP-PIF2	431.64	431.64
1661	55	22	Arable_Land	-1	NON	49	CROP-PIF2	504.24	504.24
1662	56	22	Grazing_Land	-1	NON	49	CROP-PIF2	431.64	431.64
1663	57	22	Grazing_Land	-1	NON	204	MIXED-FIF19	1701.63	1698.98
1664	58	22	Grazing_Land	-1	NON	79	DAIRY-FIF7	431.64	431.64
1665	59	22	Arable_Land	-1	NON	79	DAIRY-FIF7	504.24	504.24
1666	60	22	Arable_Land	79	DAIRY-FIF7	-1	NON	-1	-1
1667	61	22	Arable_Land	79	DAIRY-FIF7	-1	NON	-1	-1
1669	63	22	Arable_Land	3	CROP-PIF1	-1	NON	-1	-1
1670	64	22	Arable_Land	93	FOD-FIF9	-1	NON	-1	-1
1671	65	22	Arable_Land	-1	NON	93	FOD-FIF9	504.24	504.24
1673	67	22	Arable_Land	-1	NON	153	PIG-FIF11	504.24	504.24
1674	68	22	Grazing_Land	-1	NON	117	FOD-PIF10	393.36	393.36
1675	69	22	Arable_Land	-1	NON	153	PIG-FIF11	504.24	504.24
1676	70	22	Grazing_Land	-1	NON	117	FOD-PIF10	393.36	393.36
1677	71	22	Arable_Land	-1	NON	172	PIG-FIF13	504.24	504.24
1678	72	22	Arable_Land	-1	NON	172	PIG-FIF13	504.24	504.24
1679	0	23	Arable_Land	155	PIG-PIF12	-1	NON	-1	-1
1680	1	23	Arable_Land	-1	NON	172	PIG-FIF13	504.24	504.24
1682	3	23	Arable_Land	57	CROP-PIF2	-1	NON	-1	-1
1683	4	23	Arable_Land	57	CROP-PIF2	-1	NON	-1	-1
1684	5	23	Arable_Land	57	CROP-PIF2	-1	NON	-1	-1
1685	6	23	Arable_Land	57	CROP-PIF2	-1	NON	-1	-1
1686	7	23	Grazing_Land	186	MIXED-FIF16	-1	NON	-1	-1
1687	8	23	Arable_Land	-1	NON	52	CROP-PIF2	504.24	504.24
1688	9	23	Arable_Land	-1	NON	186	MIXED-FIF16	504.24	504.24
1689	10	23	Grazing_Land	-1	NON	186	MIXED-FIF16	431.64	431.64
1690	11	23	Grazing_Land	-1	NON	112	FOD-FIF9	431.64	431.64
1691	12	23	Grazing_Land	-1	NON	112	FOD-FIF9	431.64	431.64
1692	13	23	Arable_Land	-1	NON	87	DAIRY-FIF8	2369.73	2323.23
1693	14	23	Grazing_Land	112	FOD-FIF9	-1	NON	-1	-1
1694	15	23	Grazing_Land	-1	NON	112	FOD-FIF9	431.64	431.64
1695	16	23	Grazing_Land	-1	NON	61	CROP-PIF2	431.64	431.64
1696	17	23	Arable_Land	61	CROP-PIF2	-1	NON	-1	-1
1697	18	23	Arable_Land	61	CROP-PIF2	-1	NON	-1	-1
1698	19	23	Arable_Land	61	CROP-PIF2	-1	NON	-1	-1
1699	20	23	Arable_Land	-1	NON	95	FOD-FIF9	504.24	504.24
1700	21	23	Grazing_Land	95	FOD-FIF9	-1	NON	-1	-1
1701	22	23	Grazing_Land	95	FOD-FIF9	-1	NON	-1	-1
1702	23	23	Grazing_Land	-1	NON	187	MIXED-FIF16	1761.6	1737.95
1703	24	23	Grazing_Land	-1	NON	186	MIXED-FIF16	1720.22	1670.49
1704	25	23	Arable_Land	-1	NON	191	MIXED-FIF17	2493.27	2493.17
1705	26	23	Arable_Land	-1	NON	91	DAIRY-FIF8	2568.91	2549.48
1706	27	23	Grazing_Land	-1	NON	83	DAIRY-FIF7	431.64	431.64
1707	28	23	Grazing_Land	-1	NON	130	FOD-PIF10	393.36	393.36
1708	29	23	Arable_Land	-1	NON	68	CROP-FIF4	504.24	504.24
1709	30	23	Arable_Land	-1	NON	68	CROP-FIF4	504.24	504.24
1710	31	23	Arable_Land	-1	NON	68	CROP-FIF4	504.24	504.24
1712	33	23	Arable_Land	-1	NON	110	FOD-FIF9	504.24	504.24
1713	34	23	Arable_Land	-1	NON	110	FOD-FIF9	504.24	504.24
1714	35	23	Arable_Land	110	FOD-FIF9	-1	NON	-1	-1
1715	36	23	Arable_Land	-1	NON	110	FOD-FIF9	504.24	504.24
1716	37	23	Arable_Land	-1	NON	110	FOD-FIF9	504.24	504.24
1717	38	23	Grazing_Land	-1	NON	110	FOD-FIF9	431.64	431.64
1718	39	23	Grazing_Land	-1	NON	183	MIXED-FIF16	1593.39	1557.52
1720	41	23	Arable_Land	32	CROP-PIF1	-1	NON	-1	-1
1727	48	23	Grazing_Land	-1	NON	182	MIXED-FIF16	1767.45	1580.69
1728	49	23	Arable_Land	-1	NON	87	DAIRY-FIF8	2499.07	2491.29
1729	50	23	Arable_Land	-1	NON	78	DAIRY-FIF7	2625.01	2559.13
1730	51	23	Grazing_Land	147	FOD-PIF10	-1	NON	-1	-1
1731	52	23	Grazing_Land	150	FOD-PIF10	-1	NON	-1	-1
1732	53	23	Arable_Land	150	FOD-PIF10	-1	NON	-1	-1
1733	54	23	Arable_Land	49	CROP-PIF2	-1	NON	-1	-1
1734	55	23	Arable_Land	49	CROP-PIF2	-1	NON	-1	-1
1735	56	23	Arable_Land	49	CROP-PIF2	-1	NON	-1	-1
1736	57	23	Arable_Land	-1	NON	49	CROP-PIF2	504.24	504.24
1737	58	23	Arable_Land	-1	NON	49	CROP-PIF2	504.24	504.24
1738	59	23	Arable_Land	79	DAIRY-FIF7	-1	NON	-1	-1
1739	60	23	Grazing_Land	79	DAIRY-FIF7	-1	NON	-1	-1
1740	61	23	Arable_Land	79	DAIRY-FIF7	-1	NON	-1	-1
1741	62	23	Grazing_Land	79	DAIRY-FIF7	-1	NON	-1	-1
1742	63	23	Grazing_Land	93	FOD-FIF9	-1	NON	-1	-1
1743	64	23	Arable_Land	93	FOD-FIF9	-1	NON	-1	-1
1744	65	23	Arable_Land	-1	NON	93	FOD-FIF9	504.24	504.24
1745	66	23	Arable_Land	-1	NON	93	FOD-FIF9	504.24	504.24
1746	67	23	Arable_Land	-1	NON	93	FOD-FIF9	504.24	504.24
1747	68	23	Arable_Land	-1	NON	153	PIG-FIF11	504.24	504.24
1748	69	23	Arable_Land	-1	NON	172	PIG-FIF13	504.24	504.24
1749	70	23	Arable_Land	-1	NON	172	PIG-FIF13	504.24	504.24
1750	71	23	Arable_Land	-1	NON	172	PIG-FIF13	504.24	504.24
1751	72	23	Grazing_Land	-1	NON	155	PIG-PIF12	431.64	431.64
1752	0	24	Grazing_Land	-1	NON	186	MIXED-FIF16	431.64	431.64
1753	1	24	Arable_Land	-1	NON	201	MIXED-FIF19	2332.95	2310.48
1754	2	24	Grazing_Land	-1	NON	186	MIXED-FIF16	431.64	431.64
1755	3	24	Grazing_Land	-1	NON	186	MIXED-FIF16	431.64	431.64
1756	4	24	Grazing_Land	-1	NON	57	CROP-PIF2	431.64	431.64
1757	5	24	Grazing_Land	57	CROP-PIF2	-1	NON	-1	-1
1758	6	24	Arable_Land	57	CROP-PIF2	-1	NON	-1	-1
1759	7	24	Arable_Land	186	MIXED-FIF16	-1	NON	-1	-1
1761	9	24	Arable_Land	-1	NON	186	MIXED-FIF16	504.24	504.24
1762	10	24	Arable_Land	-1	NON	186	MIXED-FIF16	504.24	504.24
1763	11	24	Grazing_Land	-1	NON	186	MIXED-FIF16	431.64	431.64
1764	12	24	Arable_Land	-1	NON	186	MIXED-FIF16	504.24	504.24
1765	13	24	Arable_Land	-1	NON	186	MIXED-FIF16	504.24	504.24
1766	14	24	Arable_Land	-1	NON	186	MIXED-FIF16	504.24	504.24
1767	15	24	Arable_Land	-1	NON	68	CROP-FIF4	504.24	504.24
1768	16	24	Grazing_Land	-1	NON	186	MIXED-FIF16	1692.93	1684.07
1769	17	24	Grazing_Land	-1	NON	61	CROP-PIF2	431.64	431.64
1770	18	24	Grazing_Land	61	CROP-PIF2	-1	NON	-1	-1
1771	19	24	Arable_Land	61	CROP-PIF2	-1	NON	-1	-1
1773	21	24	Arable_Land	95	FOD-FIF9	-1	NON	-1	-1
1774	22	24	Arable_Land	95	FOD-FIF9	-1	NON	-1	-1
1775	23	24	Arable_Land	-1	NON	75	DAIRY-FIF6	2381.79	2257.4
1776	24	24	Grazing_Land	-1	NON	187	MIXED-FIF16	1694.21	1680.3
1777	25	24	Arable_Land	-1	NON	186	MIXED-FIF16	2439.27	2427.38
1778	26	24	Grazing_Land	-1	NON	187	MIXED-FIF16	1761.6	1737.78
1779	27	24	Arable_Land	-1	NON	83	DAIRY-FIF7	2505.84	2487.14
1780	28	24	Grazing_Land	-1	NON	96	FOD-FIF9	431.64	431.64
1781	29	24	Arable_Land	-1	NON	68	CROP-FIF4	504.24	504.24
1782	30	24	Grazing_Land	-1	NON	110	FOD-FIF9	431.64	431.64
1783	31	24	Grazing_Land	-1	NON	110	FOD-FIF9	431.64	431.64
1784	32	24	Arable_Land	-1	NON	58	CROP-PIF2	504.24	504.24
1785	33	24	Arable_Land	-1	NON	110	FOD-FIF9	504.24	504.24
1786	34	24	Grazing_Land	110	FOD-FIF9	-1	NON	-1	-1
1787	35	24	Arable_Land	110	FOD-FIF9	-1	NON	-1	-1
1788	36	24	Arable_Land	-1	NON	110	FOD-FIF9	504.24	504.24
1789	37	24	Grazing_Land	-1	NON	110	FOD-FIF9	431.64	431.64
1790	38	24	Grazing_Land	-1	NON	110	FOD-FIF9	431.64	431.64
1791	39	24	Grazing_Land	-1	NON	105	FOD-FIF9	431.64	431.64
1800	48	24	Arable_Land	-1	NON	71	DAIRY-FIF6	2529.19	2478.54
1801	49	24	Grazing_Land	-1	NON	185	MIXED-FIF16	1713.34	1705.4
1802	50	24	Grazing_Land	147	FOD-PIF10	-1	NON	-1	-1
1803	51	24	Grazing_Land	147	FOD-PIF10	-1	NON	-1	-1
1804	52	24	Arable_Land	147	FOD-PIF10	-1	NON	-1	-1
1805	53	24	Arable_Land	-1	NON	147	FOD-PIF10	409.2	409.2
1806	54	24	Arable_Land	146	FOD-PIF10	-1	NON	-1	-1
1807	55	24	Arable_Land	49	CROP-PIF2	-1	NON	-1	-1
1808	56	24	Arable_Land	49	CROP-PIF2	-1	NON	-1	-1
1809	57	24	Arable_Land	-1	NON	49	CROP-PIF2	504.24	504.24
1810	58	24	Grazing_Land	-1	NON	79	DAIRY-FIF7	431.64	431.64
1811	59	24	Grazing_Land	79	DAIRY-FIF7	-1	NON	-1	-1
1812	60	24	Arable_Land	79	DAIRY-FIF7	-1	NON	-1	-1
1813	61	24	Arable_Land	79	DAIRY-FIF7	-1	NON	-1	-1
1814	62	24	Arable_Land	79	DAIRY-FIF7	-1	NON	-1	-1
1815	63	24	Arable_Land	-1	NON	93	FOD-FIF9	504.24	504.24
1816	64	24	Arable_Land	-1	NON	93	FOD-FIF9	504.24	504.24
1817	65	24	Grazing_Land	93	FOD-FIF9	-1	NON	-1	-1
1818	66	24	Arable_Land	-1	NON	93	FOD-FIF9	504.24	504.24
1820	68	24	Arable_Land	-1	NON	117	FOD-PIF10	409.2	409.2
1821	69	24	Grazing_Land	117	FOD-PIF10	-1	NON	-1	-1
1822	70	24	Arable_Land	-1	NON	117	FOD-PIF10	409.2	409.2
1823	71	24	Grazing_Land	117	FOD-PIF10	-1	NON	-1	-1
1825	0	25	Arable_Land	-1	NON	172	PIG-FIF13	504.24	504.24
1826	1	25	Arable_Land	-1	NON	172	PIG-FIF13	504.24	504.24
1827	2	25	Arable_Land	-1	NON	57	CROP-PIF2	504.24	504.24
1828	3	25	Arable_Land	-1	NON	57	CROP-PIF2	504.24	504.24
1829	4	25	Arable_Land	-1	NON	57	CROP-PIF2	504.24	504.24
1830	5	25	Arable_Land	-1	NON	57	CROP-PIF2	504.24	504.24
1831	6	25	Grazing_Land	186	MIXED-FIF16	-1	NON	-1	-1
1833	8	25	Arable_Land	186	MIXED-FIF16	-1	NON	-1	-1
1834	9	25	Arable_Land	186	MIXED-FIF16	-1	NON	-1	-1
1835	10	25	Arable_Land	-1	NON	186	MIXED-FIF16	504.24	504.24
1836	11	25	Arable_Land	-1	NON	83	DAIRY-FIF7	2621.54	2593.07
1838	13	25	Arable_Land	-1	NON	169	PIG-FIF13	504.24	504.24
1840	15	25	Arable_Land	-1	NON	167	PIG-FIF13	504.24	504.24
1841	16	25	Arable_Land	-1	NON	61	CROP-PIF2	504.24	504.24
1842	17	25	Grazing_Land	-1	NON	158	PIG-PIF12	431.64	431.64
1843	18	25	Arable_Land	-1	NON	61	CROP-PIF2	504.24	504.24
1844	19	25	Arable_Land	158	PIG-PIF12	-1	NON	-1	-1
1845	20	25	Arable_Land	-1	NON	95	FOD-FIF9	504.24	504.24
1846	21	25	Arable_Land	-1	NON	95	FOD-FIF9	504.24	504.24
1847	22	25	Arable_Land	-1	NON	95	FOD-FIF9	504.24	504.24
1848	23	25	Arable_Land	-1	NON	74	DAIRY-FIF6	2726.11	2258.55
1849	24	25	Grazing_Land	-1	NON	187	MIXED-FIF16	1696.16	1680.46
1850	25	25	Arable_Land	-1	NON	186	MIXED-FIF16	2439.42	2426.81
1851	26	25	Arable_Land	-1	NON	72	DAIRY-FIF6	2526.21	2485.77
1852	27	25	Arable_Land	-1	NON	68	CROP-FIF4	504.24	504.24
1853	28	25	Grazing_Land	-1	NON	83	DAIRY-FIF7	431.64	431.64
1854	29	25	Arable_Land	-1	NON	68	CROP-FIF4	504.24	504.24
1855	30	25	Arable_Land	-1	NON	68	CROP-FIF4	504.24	504.24
1856	31	25	Arable_Land	-1	NON	68	CROP-FIF4	504.24	504.24
1857	32	25	Arable_Land	-1	NON	58	CROP-PIF2	504.24	504.24
1859	34	25	Grazing_Land	58	CROP-PIF2	-1	NON	-1	-1
1860	35	25	Arable_Land	58	CROP-PIF2	-1	NON	-1	-1
1861	36	25	Grazing_Land	110	FOD-FIF9	-1	NON	-1	-1
1863	38	25	Arable_Land	-1	NON	59	CROP-PIF2	504.24	504.24
1866	41	25	Grazing_Land	-1	NON	105	FOD-FIF9	431.64	431.64
1873	48	25	Arable_Land	-1	NON	90	DAIRY-FIF8	2509.1	2492.66
1874	49	25	Grazing_Land	-1	NON	147	FOD-PIF10	393.36	393.36
1875	50	25	Grazing_Land	-1	NON	147	FOD-PIF10	393.36	393.36
1876	51	25	Arable_Land	147	FOD-PIF10	-1	NON	-1	-1
1877	52	25	Grazing_Land	146	FOD-PIF10	-1	NON	-1	-1
1878	53	25	Arable_Land	146	FOD-PIF10	-1	NON	-1	-1
1879	54	25	Grazing_Land	146	FOD-PIF10	-1	NON	-1	-1
1881	56	25	Arable_Land	49	CROP-PIF2	-1	NON	-1	-1
1882	57	25	Arable_Land	-1	NON	49	CROP-PIF2	504.24	504.24
1883	58	25	Arable_Land	-1	NON	79	DAIRY-FIF7	504.24	504.24
1884	59	25	Grazing_Land	79	DAIRY-FIF7	-1	NON	-1	-1
1885	60	25	Arable_Land	-1	NON	79	DAIRY-FIF7	504.24	504.24
1886	61	25	Arable_Land	-1	NON	79	DAIRY-FIF7	504.24	504.24
1887	62	25	Grazing_Land	79	DAIRY-FIF7	-1	NON	-1	-1
1888	63	25	Arable_Land	-1	NON	93	FOD-FIF9	504.24	504.24
1889	64	25	Grazing_Land	-1	NON	93	FOD-FIF9	431.64	431.64
1890	65	25	Grazing_Land	-1	NON	184	MIXED-FIF16	1779.61	1767.9
1891	66	25	Grazing_Land	-1	NON	117	FOD-PIF10	393.36	393.36
1892	67	25	Arable_Land	184	MIXED-FIF16	-1	NON	-1	-1
